"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40027","login forgot password link","chromium","2026-07-04","broken","2026-07-04","","loginPage.spec.ts","",""
"","40028","login title test","chromium","2026-07-04","broken","2026-07-04","","loginPage.spec.ts","",""
"","40024","login to app","chromium","2026-07-04","broken","2026-07-04","","loginPage.spec.ts","",""
