"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3160","login to app","chromium","2026-07-04","passed","2026-07-04","","loginPage.spec.ts","",""
"","2474","login forgot password link","chromium","2026-07-04","passed","2026-07-04","","loginPage.spec.ts","",""
"","2379","login title test","chromium","2026-07-04","passed","2026-07-04","","loginPage.spec.ts","",""
